xcord,ycord,zcord,carbon,year,plot,state,sizeclass,DBH,commonname,scientificname
320446.7844,4092760.438,2106.27001953125,0.123786743,2004,uc3,Live,2,23.7,White Fir,Abies concolor
320439.0844,4092762.138,2107.550048828125,0.004687996,2004,uc3,Live,1,6.3,White Fir,Abies concolor
320437.6844,4092757.838,2106.830078125,0.023401622,2004,uc3,Dead,1,12.4,White Fir,Abies concolor
320437.3844,4092759.138,2107.159912109375,0.09174986,2004,uc3,Live,2,21,White Fir,Abies concolor
320372.8044,4092632.648,2106.510009765625,4.043426769,2004,uc3,Live,6,121.3,Incense Cedar,Calocedrus decurrens
320395.2444,4092623.238,2098.909912109375,0.099572695,2004,uc3,Live,2,23.5,Incense Cedar,Calocedrus decurrens
320411.1694,4092613.443,2094.280029296875,0.885956529,2004,uc3,Live,3,56.5,Jeffrey Pine,Pinus jeffreyi
320416.4044,4092635.548,2097.3798828125,4.920819755,2004,uc3,Live,6,114.3,Sugar Pine,Pinus lambertiana
320422.4144,4092638.078,2097.239990234375,2.359166611,2004,uc3,Live,5,84.5,Jeffrey Pine,Pinus jeffreyi
320420.1744,4092650.358,2099.760009765625,0.117300233,2004,uc3,Live,2,24.6,Jeffrey Pine,Pinus jeffreyi
320417.0844,4092659.228,2101.800048828125,11.67415845,2004,uc3,Live,6,163,Sugar Pine,Pinus lambertiana
320413.4644,4092664.153,2103.510009765625,2.371003417,2004,uc3,Live,4,78,White Fir,Abies concolor
320399.5844,4092667.318,2107.31005859375,6.277273539,2004,uc3,Live,6,115.5,White Fir,Abies concolor
320394.8944,4092663.998,2107.7900390625,0.029839975,2004,uc3,Live,1,14,Sugar Pine,Pinus lambertiana
320347.3694,4092666.848,2117.419921875,2.4921039,2004,uc3,Live,5,97.9,Incense Cedar,Calocedrus decurrens
320383.7744,4092680.178,2112.090087890625,2.102902379,2004,uc3,Live,5,80.6,Sugar Pine,Pinus lambertiana
320410.3844,4092760.638,2112.030029296875,6.286410584,2004,uc3,Live,6,126.4,Jeffrey Pine,Pinus jeffreyi
320411.2844,4092793.138,2115.85009765625,9.35125977,2004,uc3,Live,6,148.8,Jeffrey Pine,Pinus jeffreyi
320437.5294,4092792.603,2111.4599609375,2.265174893,2004,uc3,Live,5,83.1,Sugar Pine,Pinus lambertiana
320474.9744,4092767.908,2113.669921875,2.332081931,2004,uc3,Live,5,84.1,Jeffrey Pine,Pinus jeffreyi
320489.9244,4092755.298,2111.949951171875,0.104959331,2004,uc3,Live,2,23.5,Jeffrey Pine,Pinus jeffreyi
320478.7544,4092730.838,2106.169921875,2.245326278,2004,uc3,Live,5,82.8,Sugar Pine,Pinus lambertiana
320450.8344,4092747.438,2104.530029296875,9.753982437,2004,uc3,Live,6,151.4,Jeffrey Pine,Pinus jeffreyi
320421.6844,4092762.038,2109.639892578125,0.007177634,2004,uc3,Live,1,7.3,Incense Cedar,Calocedrus decurrens
320373.9844,4092789.838,2121.889892578125,0.108244993,2004,uc3,Live,2,23.8,Jeffrey Pine,Pinus jeffreyi
320381.0244,4092805.738,2121.489990234375,0.010502034,2004,uc3,Live,1,9.1,Sugar Pine,Pinus lambertiana
320408.7344,4092703.248,2108.85009765625,0.01454782,2004,uc3,Dead,1,10,Incense Cedar,Calocedrus decurrens
320411.7344,4092700.668,2107.9599609375,0.110043143,2004,uc3,Live,2,22.6,White Fir,Abies concolor
