xcord,ycord,biomass,year
29,342,85.3741,2010
30,342,80.1724,2010
31,342,76.805,2010
32,342,73.457,2010
33,342,83.6437,2010
34,342,83.0768,2010
35,342,91.2395,2010
36,342,91.9047,2010
37,342,83.6504,2010
38,342,84.291,2010
39,342,76.4441,2010
40,342,77.9492,2010
41,342,84.6388,2010
42,342,75.3586,2010
43,342,81.8813,2010
44,342,74.2377,2010
45,342,71.245,2010
46,342,71.0146,2010
47,342,80.7287,2010
48,342,80.6898,2010
49,342,65.8308,2010
50,342,63.6611,2010
51,342,64.1882,2010
52,342,60.3865,2010
53,342,60.0635,2010
54,342,59.7055,2010
55,342,59.4867,2010
56,342,58.1097,2010
57,342,57.1719,2010
58,342,59.1547,2010
59,342,55.4044,2010
60,342,55.0787,2010
61,342,52.0911,2010
62,342,51.9495,2010
63,342,50.928,2010
1,341,109.738,2010
2,341,109.071,2010
3,341,109.485,2010
4,341,115.534,2010
5,341,112.893,2010
6,341,100.792,2010
7,341,98.2326,2010
8,341,95.539,2010
9,341,99.12,2010
10,341,99.5834,2010
11,341,103.699,2010
12,341,104.045,2010
13,341,103.291,2010
14,341,57.1006,2010
15,341,86.2132,2010
16,341,100.687,2010
17,341,100.79,2010
18,341,98.6985,2010
19,341,92.6441,2010
20,341,91.8864,2010
21,341,93.5847,2010
22,341,103.122,2010
23,341,106.931,2010
24,341,95.7854,2010
25,341,83.5277,2010
26,341,89.2196,2010
27,341,86.8732,2010
28,341,86.0011,2010
29,341,89.8879,2010
30,341,80.5112,2010
31,341,75.7184,2010
32,341,73.6638,2010
33,341,81.7144,2010
34,341,83.5733,2010
35,341,84.8873,2010
36,341,89.4945,2010
37,341,85.736,2010
38,341,86.5482,2010
39,341,86.469,2010
40,341,80.7576,2010
41,341,75.5383,2010
42,341,75.0566,2010
43,341,70.1266,2010
44,341,69.7492,2010
45,341,72.867,2010
46,341,66.4424,2010
47,341,78.7873,2010
48,341,70.2308,2010
49,341,62.7568,2010
50,341,59.6401,2010
51,341,62.3209,2010
52,341,61.304,2010
53,341,62.8875,2010
54,341,61.5243,2010
55,341,58.3251,2010
56,341,58.9373,2010
57,341,59.8566,2010
58,341,58.5642,2010
59,341,57.2867,2010
60,341,54.7571,2010
61,341,51.8791,2010
62,341,51.6734,2010
63,341,52.4802,2010
64,341,54.6323,2010
1,340,104.837,2010
2,340,110.679,2010
3,340,107.446,2010
4,340,111.977,2010
5,340,107.944,2010
6,340,102.308,2010
7,340,86.6052,2010
8,340,95.8849,2010
9,340,99.613,2010
10,340,103.71,2010
11,340,102.913,2010
12,340,96.8553,2010
13,340,85.6168,2010
